longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-121.78,38.68,39,2806,662.0,1659,638,1.9787,97800,INLAND
-117.9,33.63,26,1632,376.0,598,375,3.2125,455000,<1H OCEAN
-121.89,37.45,15,2428,513.0,1687,519,4.75,254400,<1H OCEAN
-118.29,33.95,40,2808,695.0,2357,627,1.9655,102300,<1H OCEAN
-121.91,37.81,7,3477,416.0,1216,395,13.1499,500001,INLAND
-122.42,37.75,52,1609,510.0,1155,439,2.2328,250000,NEAR BAY
-116.89,32.85,16,1743,333.0,652,322,2.8906,158300,<1H OCEAN
-121.31,37.99,23,3135,707.0,1650,680,1.886,105300,INLAND
-116.89,32.85,15,3560,593.0,1757,574,5.1185,185300,<1H OCEAN
-118.09,34.08,33,1430,344.0,1165,328,3.0357,206000,<1H OCEAN
-118.14,34.16,38,1843,565.0,1449,524,2.2174,215400,<1H OCEAN
-118.99,35.33,36,1590,367.0,1311,390,1.6786,52900,INLAND
-121.35,38.66,24,3313,769.0,1631,681,2.5556,105700,INLAND
-117.14,32.7,44,658,218.0,869,212,1.9338,89400,NEAR OCEAN
-117.38,34.11,32,3179,662.0,1878,661,3.1375,101200,INLAND
-117.97,33.68,23,1722,316.0,865,309,4.6452,273800,<1H OCEAN
-118.3,34.08,34,2501,1047.0,3326,970,1.8771,247500,<1H OCEAN
-121.88,37.26,13,1893,487.0,1018,464,3.8047,204700,<1H OCEAN
-121.32,38.57,15,3369,499.0,1733,470,5.31,127500,INLAND
-118.13,33.79,29,2937,524.0,1132,528,4.6133,500001,NEAR OCEAN
-118.13,33.81,34,1903,343.0,928,349,5.395,241900,<1H OCEAN
-118.42,34.27,35,674,153.0,808,173,2.6667,147800,<1H OCEAN
-119.25,34.27,35,2532,407.0,1338,422,4.7727,219000,NEAR OCEAN
-118.17,33.87,49,1937,445.0,1339,440,3.0319,162800,<1H OCEAN
-118.28,33.97,31,2017,566.0,2063,521,1.9219,107000,<1H OCEAN
-119.78,36.82,25,5016,,2133,928,3.625,89500,INLAND
-121.49,38.56,35,1521,457.0,987,455,1.9013,86900,INLAND
-118.13,33.82,44,1785,307.0,779,291,4.3056,228600,<1H OCEAN
-118.62,34.2,23,3098,542.0,1486,492,5.7613,235800,<1H OCEAN
-118.46,34.4,12,25957,4798.0,10475,4490,4.542,195300,<1H OCEAN
-122.82,38.53,27,1823,360.0,907,317,3.276,172900,<1H OCEAN
-118.06,34.12,34,2941,558.0,1660,576,4.5667,271500,INLAND
-121.0,37.65,52,3887,803.0,1768,779,2.5089,119000,INLAND
-122.03,37.6,24,2077,383.0,1488,389,4.5721,214700,NEAR BAY
-117.42,34.11,25,4261,893.0,2319,702,3.3958,111900,INLAND
-118.15,34.11,52,2375,369.0,930,351,7.4111,469100,<1H OCEAN
-117.7,33.63,16,4428,745.0,1525,682,5.2325,286800,<1H OCEAN
-122.44,37.52,16,7077,1179.0,3502,1148,5.9919,345100,NEAR OCEAN
-121.38,38.64,19,4563,1069.0,2256,926,2.1472,143400,INLAND
-122.31,37.56,45,1792,301.0,829,318,4.9013,330100,NEAR OCEAN
-118.43,34.05,24,3832,949.0,1613,893,3.9673,477300,<1H OCEAN
-122.37,40.58,25,2054,495.0,835,475,2.1538,76900,INLAND
-118.13,34.02,43,396,91.0,261,73,2.9044,172900,<1H OCEAN
-122.07,37.89,38,2139,343.0,809,340,5.5636,268800,NEAR BAY
-122.7,38.46,29,2891,459.0,1012,441,5.0415,240200,<1H OCEAN
-122.04,37.3,25,3807,600.0,1678,600,6.6818,411300,<1H OCEAN
-119.01,35.39,29,1820,459.0,1134,419,1.8289,59400,INLAND
-117.99,33.69,17,3386,729.0,1715,666,3.7479,213000,<1H OCEAN
-118.16,33.98,33,1196,313.0,1448,320,2.9375,162500,<1H OCEAN
-117.57,33.87,33,2076,517.0,1374,480,2.2197,138200,INLAND
-118.61,34.99,11,4031,766.0,1539,564,3.8917,120800,INLAND
-121.7,37.93,10,3258,612.0,1779,558,4.6587,152500,INLAND
-116.38,34.1,6,2104,348.0,841,320,4.1458,116300,INLAND
-122.68,38.07,26,1445,244.0,510,207,5.6305,430000,NEAR OCEAN
-119.68,36.32,26,592,121.0,268,116,1.7596,120800,INLAND
-118.08,34.13,46,1238,147.0,377,145,8.4546,500001,INLAND
-117.23,32.74,16,1953,404.0,798,385,4.8167,169800,NEAR OCEAN
-118.19,33.85,30,3533,1061.0,2678,1033,2.2417,151900,NEAR OCEAN
-117.47,34.12,6,10565,1767.0,5690,1555,4.1797,141000,INLAND
-122.41,37.8,30,1821,738.0,1648,684,0.8836,450000,NEAR BAY
-119.8,36.76,52,1853,437.0,764,390,1.6429,69200,INLAND
-118.42,34.15,18,1880,420.0,681,333,4.3214,372300,<1H OCEAN
-119.7,34.43,35,1402,369.0,654,385,2.6205,318800,<1H OCEAN
-117.65,34.09,33,2446,396.0,1209,412,4.3958,145600,INLAND
-117.99,33.84,34,2079,343.0,1379,352,5.103,207000,<1H OCEAN
-117.3,34.52,34,4493,838.0,2335,779,3.1635,74300,INLAND
-118.46,34.27,28,1865,463.0,1182,440,2.6193,172300,<1H OCEAN
-118.37,34.04,25,542,161.0,442,131,2.25,333300,<1H OCEAN
-117.23,33.38,18,3339,704.0,1727,652,2.8393,173200,<1H OCEAN
-122.21,37.49,24,2528,947.0,2437,861,2.2746,225000,NEAR BAY
-122.11,37.66,29,2544,643.0,2332,603,3.2091,150000,NEAR BAY
-118.35,33.8,19,6224,1105.0,3152,1076,5.9541,500001,<1H OCEAN
-118.26,34.1,52,1310,263.0,689,208,4.0721,350000,<1H OCEAN
-118.0,33.76,12,1250,331.0,1047,334,3.0625,208800,<1H OCEAN
-116.31,33.65,8,3079,558.0,1572,474,4.5938,102600,INLAND
-117.35,33.17,36,1977,423.0,812,387,3.625,198000,NEAR OCEAN
-122.43,37.79,52,3565,892.0,1377,852,3.8068,500001,NEAR BAY
-122.24,37.75,45,891,,384,146,4.9489,247100,NEAR BAY
-118.53,34.17,18,6430,1412.0,2897,1348,3.855,243800,<1H OCEAN
-117.96,33.76,22,2520,556.0,2126,527,3.7734,193900,<1H OCEAN
-122.5,37.92,32,2639,415.0,1013,408,6.1632,349200,NEAR BAY
-122.27,37.51,36,1406,224.0,598,237,5.8964,414800,NEAR OCEAN
-117.97,33.74,18,2814,539.0,1439,493,3.599,262000,<1H OCEAN
-118.75,34.42,28,1000,206.0,545,154,2.4167,191700,<1H OCEAN
-117.94,33.78,34,2627,468.0,1409,450,4.7731,199200,<1H OCEAN
-118.21,33.9,43,1810,357.0,1335,358,3.1189,118800,<1H OCEAN
-122.7,38.45,26,2011,557.0,855,530,1.125,233300,<1H OCEAN
-121.49,38.49,26,1557,301.0,986,300,2.6613,77700,INLAND
-121.33,38.64,27,2203,493.0,1158,492,2.4342,119500,INLAND
-117.7,35.6,16,2678,483.0,1473,487,3.858,70200,INLAND
-117.67,35.63,32,3661,787.0,1613,706,3.0687,63500,INLAND
-118.15,33.93,42,1839,346.0,1034,339,4.9808,212300,<1H OCEAN
-119.77,36.32,14,3400,618.0,1867,612,3.9926,92500,INLAND
-118.47,35.64,17,2248,535.0,927,427,1.3023,68500,INLAND
-120.43,35.17,16,947,163.0,477,137,3.851,315000,<1H OCEAN
-118.06,34.07,30,2308,674.0,3034,691,2.3929,184400,<1H OCEAN
-117.37,34.59,39,8193,1747.0,6852,1597,2.3832,35000,INLAND
-116.87,32.75,15,2053,321.0,993,309,5.5164,248900,<1H OCEAN
-121.92,36.61,21,1242,340.0,834,362,2.4922,243800,NEAR OCEAN
-119.7,34.43,39,1486,467.0,758,409,2.6875,320600,<1H OCEAN
-122.12,37.82,26,2269,317.0,918,313,6.6657,364500,NEAR BAY
-117.25,33.65,10,1652,316.0,725,233,3.5125,155600,<1H OCEAN
-122.47,37.71,42,1961,427.0,1211,409,3.5156,239400,NEAR OCEAN
-122.66,38.27,16,1523,308.0,477,315,2.1696,75000,<1H OCEAN
-121.97,37.24,35,2553,533.0,1117,498,4.4063,436100,<1H OCEAN
-122.45,37.72,47,1773,345.0,1083,315,4.475,221200,NEAR BAY
-121.27,38.11,15,2039,384.0,1178,375,3.8672,120100,INLAND
-121.07,38.9,52,1280,281.0,523,266,1.7375,122200,INLAND
-119.3,35.87,20,1934,377.0,1341,336,2.1434,62600,INLAND
-117.85,34.07,32,761,101.0,295,95,11.1077,500001,<1H OCEAN
-118.42,34.18,31,2887,646.0,1626,637,3.6745,335500,<1H OCEAN
-123.21,39.15,31,2685,675.0,1367,626,1.6571,108900,<1H OCEAN
-122.09,37.07,33,3581,734.0,1780,663,4.3429,214300,NEAR OCEAN
-118.32,33.85,42,3146,770.0,1859,740,3.5073,234800,<1H OCEAN
-117.76,33.83,15,3086,457.0,1262,436,6.4415,300700,<1H OCEAN
-117.24,32.74,44,1488,259.0,667,281,4.0862,321800,NEAR OCEAN
-121.9,37.44,4,1646,408.0,853,410,5.0821,265500,<1H OCEAN
-118.37,34.06,52,2402,506.0,878,464,4.0217,500001,<1H OCEAN
-122.13,37.69,34,1131,278.0,560,237,2.875,161700,NEAR BAY
-121.24,37.9,16,50,10.0,20,6,2.625,137500,INLAND
-122.28,37.88,52,1844,332.0,769,334,4.2614,261300,NEAR BAY
-122.49,37.86,52,2175,510.0,809,503,4.5398,442000,NEAR BAY
-117.29,32.92,25,2355,381.0,823,358,6.8322,500001,NEAR OCEAN
-118.3,34.16,35,3213,874.0,2401,819,2.8342,256800,<1H OCEAN
-118.43,34.07,38,3251,656.0,1251,593,7.7382,500001,<1H OCEAN
-119.0,35.35,31,2931,716.0,1969,588,2.2155,62100,INLAND
-122.49,38.3,14,2844,602.0,1613,544,3.3571,193600,<1H OCEAN
-116.57,33.76,25,2616,547.0,581,343,3.1364,301600,INLAND
-121.21,37.8,31,699,186.0,460,170,2.7443,94200,INLAND
-122.52,37.96,35,2012,346.0,818,352,5.2818,331000,NEAR BAY
-121.39,38.55,18,1734,467.0,783,447,1.9044,154300,INLAND
-121.82,39.72,42,2978,694.0,1879,679,1.5064,66300,INLAND
-116.29,33.74,6,12991,2555.0,4571,1926,4.7195,199300,INLAND
-118.41,34.25,33,827,192.0,981,184,2.6429,143100,<1H OCEAN
-121.86,36.6,33,1409,307.0,633,290,3.5568,191200,<1H OCEAN
-121.22,38.4,14,2655,441.0,1277,422,4.6989,213800,INLAND
-117.61,34.08,12,4427,,2400,843,4.7147,158700,INLAND
-122.51,37.53,17,1574,262.0,672,241,7.2929,355800,NEAR OCEAN
-121.34,38.67,34,1503,264.0,731,285,4.0352,118500,INLAND
-118.21,33.95,32,1116,328.0,1265,302,2.295,155200,<1H OCEAN
-120.98,37.62,26,3819,955.0,3010,932,1.9206,81300,INLAND
-122.23,37.82,52,3242,366.0,1001,352,12.2138,500001,NEAR BAY
-117.95,34.03,35,804,159.0,727,179,2.7361,145700,<1H OCEAN
-117.06,32.76,36,2785,577.0,1275,527,2.3015,156800,NEAR OCEAN
-118.44,34.25,35,1583,324.0,1481,351,3.7,176000,<1H OCEAN
-118.41,34.25,18,3447,857.0,3663,817,3.2284,157100,<1H OCEAN
-118.28,33.82,30,3615,760.0,2813,752,5.3849,217700,<1H OCEAN
-122.45,41.28,15,2740,503.0,1188,445,3.4519,128800,INLAND
-116.92,32.79,24,4055,742.0,2123,744,4.5224,142000,<1H OCEAN
-118.58,34.23,29,3907,773.0,2037,727,4.1023,230200,<1H OCEAN
-122.42,38.27,25,3282,566.0,1244,483,4.5313,308400,NEAR BAY
-117.27,34.13,40,1298,254.0,793,268,3.0721,83800,INLAND
-121.89,38.02,36,2707,550.0,1827,545,3.3371,94600,INLAND
-118.37,33.92,44,938,181.0,502,171,4.4722,218300,<1H OCEAN
-118.43,34.18,25,3830,1105.0,2328,1017,2.6238,210000,<1H OCEAN
-121.37,38.58,37,2839,390.0,1006,400,7.3343,280400,INLAND
-118.31,33.91,31,1415,339.0,874,289,3.8173,177900,<1H OCEAN
-122.27,37.81,40,880,451.0,582,380,0.977,118800,NEAR BAY
-115.52,32.97,24,1617,366.0,1416,401,1.975,66400,INLAND
-118.37,34.02,33,2263,430.0,900,382,4.4028,246800,<1H OCEAN
-117.27,34.12,52,954,246.0,943,256,0.8658,87500,INLAND
-117.69,33.58,5,6678,1011.0,2877,982,7.5177,330000,<1H OCEAN
-118.22,34.19,36,2443,492.0,1115,493,3.9777,409800,<1H OCEAN
-118.06,34.13,28,12139,2873.0,5359,2731,3.292,227300,INLAND
-117.04,32.79,23,2491,350.0,863,348,6.7196,306800,<1H OCEAN
-119.32,36.32,35,2316,387.0,849,378,4.3816,88600,INLAND
-124.14,40.78,35,2426,423.0,982,432,3.4219,92800,NEAR OCEAN
-122.58,38.08,27,10839,1637.0,4406,1623,5.615,285600,NEAR BAY
-121.4,38.47,4,20982,3392.0,10329,3086,4.3658,130600,INLAND
-121.32,37.96,5,123,21.0,50,20,2.7656,50000,INLAND
-118.27,33.82,33,1596,337.0,1650,329,4.3687,173500,<1H OCEAN
-120.87,37.5,7,4966,985.0,2431,904,3.1042,122500,INLAND
-118.0,33.91,19,5166,770.0,2374,753,5.979,285200,<1H OCEAN
-118.88,35.34,20,1351,255.0,762,253,2.1111,105300,INLAND
-118.57,34.2,33,1759,311.0,943,315,5.223,209200,<1H OCEAN
-117.86,33.72,37,1429,428.0,2089,399,3.413,150600,<1H OCEAN
-118.99,37.63,10,7744,1573.0,483,224,3.2917,231800,INLAND
-122.05,37.89,37,1677,269.0,689,283,4.2625,310600,NEAR BAY
-121.0,39.23,15,2809,450.0,1267,408,4.0426,191700,INLAND
-117.85,33.76,33,1866,327.0,1053,371,4.5461,213800,<1H OCEAN
-118.34,34.06,52,1311,310.0,707,290,3.4812,432800,<1H OCEAN
-120.17,39.33,10,614,141.0,195,95,0.9283,116300,INLAND
-117.96,33.75,25,1323,208.0,852,229,4.6167,237300,<1H OCEAN
-118.27,34.0,46,1748,428.0,1707,409,2.148,103800,<1H OCEAN
-117.17,32.82,24,1569,377.0,715,321,3.1146,187500,NEAR OCEAN
-117.0,32.85,24,1888,319.0,950,319,5.282,140800,<1H OCEAN
-118.42,33.99,23,5548,1245.0,2847,1229,4.4228,366900,<1H OCEAN
-117.42,34.09,28,3193,525.0,1750,523,4.1375,128300,INLAND
-118.07,33.99,41,1204,252.0,1002,248,3.0577,163300,<1H OCEAN
-121.67,36.68,38,5561,1292.0,3523,1253,2.8289,168300,<1H OCEAN
-122.53,37.5,19,4768,807.0,2199,805,6.1896,331100,NEAR OCEAN
-119.75,36.8,25,2718,504.0,1257,465,2.3333,90600,INLAND
-122.18,37.77,52,1748,362.0,1029,366,2.0556,100000,NEAR BAY
-117.16,32.91,5,1619,272.0,1063,296,6.0891,214600,<1H OCEAN
-121.29,37.89,26,161,27.0,1542,30,5.7485,162500,INLAND
-118.26,33.94,45,1080,218.0,850,237,2.25,93400,<1H OCEAN
-117.96,34.08,33,4151,850.0,3563,848,3.1912,159900,<1H OCEAN
-120.48,39.66,32,1516,289.0,304,131,1.8839,71000,INLAND
-122.45,37.73,52,2510,438.0,1153,407,5.1238,335100,NEAR BAY
-121.42,38.64,42,1720,382.0,1069,362,1.8611,60500,INLAND
-118.17,33.79,36,948,303.0,1042,301,1.55,100000,NEAR OCEAN
-119.52,34.4,20,1834,477.0,1305,417,3.2125,251000,NEAR OCEAN
-117.23,32.87,15,2290,662.0,1034,594,3.0104,204200,NEAR OCEAN
-121.41,38.58,18,6955,1882.0,2803,1740,3.089,141400,INLAND
-118.12,34.04,34,2103,427.0,1355,434,4.5795,235300,<1H OCEAN
-117.7,33.64,15,5743,773.0,2380,773,8.1926,326600,<1H OCEAN
-120.05,34.47,21,1241,248.0,746,211,3.8056,425000,NEAR OCEAN
-120.3,37.97,17,3243,619.0,1408,566,2.474,120100,INLAND
-117.9,33.93,12,4325,1191.0,1897,1080,3.3173,247400,<1H OCEAN
-117.17,32.76,45,3149,639.0,1160,661,2.7266,354200,NEAR OCEAN
-118.42,33.96,24,4393,966.0,1257,579,5.0714,356100,<1H OCEAN
-118.18,33.74,30,5915,1750.0,2136,1503,4.0968,310000,NEAR OCEAN
-122.08,37.3,30,2268,404.0,1197,372,7.0813,485300,<1H OCEAN
-121.26,38.65,17,2655,421.0,991,384,4.6484,270600,INLAND
-118.0,33.73,26,2236,280.0,809,282,6.7395,342800,<1H OCEAN
-117.94,33.65,15,2016,443.0,1015,419,5.2732,209700,<1H OCEAN
-121.76,37.67,6,3023,518.0,1225,468,6.3705,350000,INLAND
-122.06,37.4,21,12855,3226.0,7273,3052,4.3351,267400,NEAR BAY
-118.17,34.67,5,8352,1555.0,3723,1389,4.5659,140300,INLAND
-118.2,34.14,52,3800,646.0,1842,620,5.5524,293900,<1H OCEAN
-122.02,37.99,37,2247,416.0,1237,397,4.45,161900,NEAR BAY
-118.28,33.96,39,882,221.0,697,189,1.8472,99100,<1H OCEAN
-118.08,33.89,35,1071,290.0,1412,274,3.1917,114900,<1H OCEAN
-122.3,38.29,48,2278,477.0,1219,453,2.9643,154000,NEAR BAY
-122.08,40.64,14,3099,519.0,1447,494,4.0132,141200,INLAND
-118.3,33.99,43,1534,384.0,1231,329,2.5437,94500,<1H OCEAN
-116.99,32.8,34,3657,538.0,1513,562,5.2907,195800,<1H OCEAN
-119.79,36.79,19,1524,448.0,960,386,1.5122,47500,INLAND
-119.79,36.81,33,1461,261.0,494,254,4.25,132200,INLAND
-118.34,33.87,34,1069,217.0,601,212,4.6406,255900,<1H OCEAN
-121.78,36.92,19,1515,253.0,975,266,4.3906,241200,<1H OCEAN
-122.55,37.91,48,1283,278.0,567,255,3.2794,460000,NEAR BAY
-118.36,33.86,34,1865,345.0,963,302,5.543,305900,<1H OCEAN
-122.04,37.0,52,3365,644.0,796,333,2.9712,116600,NEAR OCEAN
-117.31,34.11,41,1105,257.0,816,197,1.9375,64100,INLAND
-122.04,39.72,23,2502,481.0,1443,455,2.5625,70000,INLAND
-117.12,32.76,27,1426,364.0,792,353,2.0673,118800,NEAR OCEAN
-122.41,37.79,52,5783,2747.0,4518,2538,1.724,225000,NEAR BAY
-122.32,37.99,24,4865,968.0,2315,893,4.2852,173500,NEAR BAY
-119.82,34.45,24,3592,533.0,1683,528,6.7247,333800,NEAR OCEAN
-118.29,33.71,36,3135,746.0,1815,697,3.7596,300000,NEAR OCEAN
-118.31,33.99,47,1525,359.0,982,333,2.0915,126600,<1H OCEAN
-117.28,34.68,28,1932,421.0,1156,404,1.8958,55600,INLAND
-118.26,34.0,37,2615,697.0,2484,630,1.9208,103400,<1H OCEAN
-121.89,37.35,48,1562,439.0,1469,424,2.5673,177500,<1H OCEAN
-122.07,37.57,8,8647,1407.0,5019,1379,6.5615,318300,NEAR BAY
-118.25,33.91,36,1950,365.0,1125,374,3.1111,119300,<1H OCEAN
-118.2,33.77,22,1118,437.0,1190,399,1.9797,143800,NEAR OCEAN
-121.03,39.05,12,1875,307.0,806,283,3.9185,195200,INLAND
-117.76,34.04,34,1914,,1564,328,2.8347,115800,INLAND
-122.28,37.85,52,1898,421.0,1102,397,1.808,105500,NEAR BAY
-117.41,34.09,21,3300,587.0,1896,572,3.6466,130600,INLAND
-118.02,33.79,23,6368,1030.0,3281,1001,6.1142,240400,<1H OCEAN
-117.14,32.75,20,1182,379.0,678,326,2.1937,162500,NEAR OCEAN
-121.92,37.34,42,2101,524.0,1212,526,3.6389,239200,<1H OCEAN
-122.51,37.76,43,2345,624.0,1439,614,2.8448,268900,NEAR OCEAN
-117.93,33.69,26,2822,473.0,1258,469,6.4441,261000,<1H OCEAN
-122.18,38.35,24,407,68.0,175,61,6.0266,216700,INLAND
-118.2,34.05,40,1082,318.0,1085,273,1.7054,117200,<1H OCEAN
-119.69,36.74,17,2438,598.0,1563,538,1.5449,62500,INLAND
-121.35,37.97,33,3656,681.0,1698,671,3.1406,93900,INLAND
-122.3,37.81,48,828,182.0,392,133,2.5938,73500,NEAR BAY
-122.34,37.88,37,3061,930.0,2556,924,1.7375,350000,NEAR BAY
-118.36,34.04,45,1767,417.0,1052,379,3.5161,157000,<1H OCEAN
-122.36,40.66,17,2786,559.0,1528,517,2.0119,75800,INLAND
-122.46,37.72,52,2951,406.0,1115,397,6.7228,405200,NEAR OCEAN
-115.5,32.75,13,330,72.0,822,64,3.4107,142500,INLAND
-117.25,34.11,30,2173,560.0,1509,486,1.4079,67700,INLAND
-118.39,34.04,52,1492,277.0,666,289,4.7386,340400,<1H OCEAN
-118.12,34.09,25,3603,1003.0,2719,913,2.6981,208000,<1H OCEAN
-122.17,37.43,24,3924,1142.0,7174,950,4.0972,387500,NEAR OCEAN
-117.79,33.68,10,2106,319.0,1002,332,8.735,375300,<1H OCEAN
-118.22,33.98,42,626,143.0,625,156,3.125,166300,<1H OCEAN
-117.27,33.05,15,3333,808.0,1371,737,2.9083,122400,NEAR OCEAN
-117.09,32.76,10,1922,577.0,1595,545,1.5208,118800,NEAR OCEAN
-120.99,37.67,28,1768,423.0,1066,392,1.8315,90500,INLAND
-123.22,39.16,29,6121,1222.0,3595,1189,2.631,109600,<1H OCEAN
-117.95,33.81,33,1724,291.0,943,285,5.118,195200,<1H OCEAN
-122.53,38.01,27,3121,531.0,1318,489,5.4781,310900,NEAR BAY
-119.8,36.29,7,479,84.0,327,103,5.1728,107500,INLAND
-118.31,34.09,34,2065,839.0,2626,775,1.8214,211100,<1H OCEAN
-121.23,37.95,36,811,168.0,514,152,2.625,89200,INLAND
-117.53,33.97,34,1293,215.0,774,217,3.8906,141000,INLAND
-122.27,37.47,44,3022,473.0,1235,477,6.7058,495900,NEAR OCEAN
-117.91,33.83,47,504,113.0,375,109,3.6607,160600,<1H OCEAN
-118.2,34.2,44,2890,438.0,1219,429,6.987,500001,<1H OCEAN
-121.81,38.01,52,1124,245.0,528,226,2.2639,128500,INLAND
-116.92,32.85,23,1378,269.0,767,266,4.0625,145000,<1H OCEAN
-117.87,33.92,14,4039,669.0,1905,670,6.3303,303000,<1H OCEAN
-122.0,38.35,24,745,116.0,300,115,3.6176,158500,INLAND
-122.41,37.76,52,3452,784.0,2987,753,2.8135,260300,NEAR BAY
-121.5,38.61,5,1395,373.0,638,322,2.6745,225000,INLAND
-120.19,39.32,16,1536,298.0,646,208,2.3594,155700,INLAND
-122.44,37.77,52,2002,520.0,939,501,3.2239,488900,NEAR BAY
-121.49,38.47,26,6121,1185.0,4224,1105,2.3496,68000,INLAND
-117.01,32.76,34,3415,608.0,1464,593,4.0549,223700,<1H OCEAN
-118.22,33.98,32,2643,737.0,2784,711,2.5352,184400,<1H OCEAN
-117.89,33.73,33,1308,375.0,2175,347,3.0824,177400,<1H OCEAN
-117.89,33.88,27,2091,336.0,1037,332,5.7519,243400,<1H OCEAN
-121.68,36.9,13,833,130.0,405,127,5.2729,322900,<1H OCEAN
-120.04,39.27,24,2237,491.0,264,95,4.1364,154500,INLAND
-117.95,33.92,18,2825,660.0,1590,643,3.6106,153600,<1H OCEAN
-121.99,37.32,20,4461,864.0,2042,808,4.7083,217700,<1H OCEAN
-118.26,33.96,39,1255,323.0,902,327,1.5812,94000,<1H OCEAN
-117.63,33.47,4,2320,405.0,1408,477,6.3369,256000,NEAR OCEAN
-118.28,33.99,37,1971,513.0,1673,464,1.4625,103000,<1H OCEAN
-121.59,39.1,24,1107,261.0,768,205,1.7167,48800,INLAND
-117.7,33.6,26,2283,506.0,634,469,2.3774,74300,<1H OCEAN
-122.69,39.04,9,254,50.0,66,29,2.7639,112500,INLAND
-118.43,34.01,41,1527,279.0,746,285,6.4232,446600,<1H OCEAN
-121.32,38.67,31,2532,479.0,1396,467,4.0417,114500,INLAND
-121.88,37.37,3,4430,841.0,2559,801,6.0959,272700,<1H OCEAN
-122.06,37.95,36,2213,386.0,950,370,4.7386,186400,NEAR BAY
-118.26,34.13,37,196,74.0,194,68,1.2188,218800,<1H OCEAN
-118.15,34.2,37,1997,361.0,1037,363,3.7932,210300,INLAND
-122.09,37.69,20,4296,817.0,1732,800,4.8036,188300,NEAR BAY
-116.38,34.2,14,4985,1238.0,2517,954,2.0674,65000,INLAND
-120.46,38.09,16,3758,715.0,1777,615,3.0,122600,INLAND
-117.13,33.14,5,2618,539.0,1320,512,4.1053,171400,<1H OCEAN
-121.94,37.29,20,710,188.0,363,176,4.0962,214100,<1H OCEAN
-118.05,33.98,41,1406,428.0,1174,390,2.0147,137500,<1H OCEAN
-121.96,37.71,6,8072,1050.0,3386,1062,7.2494,336500,<1H OCEAN
-117.05,33.13,17,2385,372.0,1118,369,4.2813,169900,<1H OCEAN
-121.26,36.32,30,146,41.0,164,40,2.3,206300,<1H OCEAN
-117.22,32.73,38,3966,768.0,1640,729,3.8409,291400,NEAR OCEAN
-118.33,34.03,46,2312,625.0,1552,603,1.6429,125000,<1H OCEAN
-118.06,33.83,21,3941,655.0,1897,670,4.88,343900,<1H OCEAN
-118.29,33.79,16,1867,571.0,951,498,3.3427,154200,<1H OCEAN
-121.58,37.01,15,2873,547.0,1582,567,5.1519,264700,INLAND
-121.32,38.7,16,2966,578.0,1365,480,3.2444,118400,INLAND
-121.63,39.15,16,1547,418.0,940,400,1.5613,72500,INLAND
-117.08,32.8,25,2963,552.0,1162,556,3.625,184500,NEAR OCEAN
-122.83,38.98,17,1383,347.0,719,296,1.6164,77800,INLAND
-121.32,39.43,18,1860,409.0,741,349,1.8672,84700,INLAND
-122.45,37.7,46,2193,499.0,1814,489,4.0125,230100,NEAR OCEAN
-122.56,37.95,34,2677,411.0,933,410,6.1444,500001,NEAR OCEAN
-118.26,34.23,33,1805,303.0,838,301,5.4306,326600,<1H OCEAN
-121.8,37.69,17,3956,639.0,2222,662,5.4324,215500,INLAND
-121.48,38.53,37,1704,361.0,902,356,1.9837,62300,INLAND
-117.68,33.63,16,5218,1187.0,2701,1125,3.929,143100,<1H OCEAN
-118.2,34.03,41,1292,334.0,1150,322,1.925,135200,<1H OCEAN
-118.43,34.22,34,2300,429.0,1447,455,4.2656,233700,<1H OCEAN
-118.2,34.1,30,3643,1197.0,4336,1163,2.07,154500,<1H OCEAN
-117.11,32.75,18,1943,587.0,1329,522,1.7696,103100,NEAR OCEAN
-118.53,34.26,18,3674,,1590,550,8.176,308400,<1H OCEAN
-122.01,37.32,32,3108,613.0,1577,603,4.6613,284000,<1H OCEAN
-120.87,37.07,26,2036,401.0,1343,414,3.6331,88600,INLAND
-118.2,33.99,31,1186,387.0,2087,409,1.9132,154600,<1H OCEAN
-121.5,38.56,46,2646,645.0,1684,616,1.128,123100,INLAND
-120.38,34.96,9,2813,492.0,1144,490,4.0431,226800,<1H OCEAN
-122.38,37.73,20,120,27.0,55,19,2.625,187500,NEAR BAY
-118.76,34.26,26,1750,284.0,962,278,4.5673,190400,<1H OCEAN
-117.22,33.81,4,9911,1946.0,5145,1661,3.4237,113700,INLAND
-122.05,37.36,34,2400,419.0,1017,384,4.1369,316900,<1H OCEAN
-122.1,37.63,29,2172,435.0,1377,408,3.7895,180900,NEAR BAY
-117.66,33.46,26,2073,370.0,952,340,5.0877,288100,<1H OCEAN
-122.4,38.46,33,2542,466.0,1099,420,4.635,248500,INLAND
-117.41,33.95,37,1462,257.0,849,287,3.0542,123900,INLAND
-122.02,37.11,36,2066,401.0,942,344,5.2417,196400,NEAR OCEAN
-120.97,37.68,9,1114,172.0,529,174,4.7159,163700,INLAND
-118.43,34.28,30,1384,308.0,2054,301,3.0132,142600,<1H OCEAN
-122.35,37.92,36,921,200.0,585,236,1.9224,94000,NEAR BAY
-118.35,34.08,52,1003,200.0,514,204,3.8472,395700,<1H OCEAN
-121.92,37.28,27,3028,486.0,1284,498,4.5833,308800,<1H OCEAN
